index,car description,price (euro),age (year),fuel type,transmission,bodystyle,car model,mileage (km)
4931,Audi A4 1.4 Tfsi 150pk Sport Lease Edition S-Tronic | Navigatie | Clima | P-Sensoren | Drive Select | Audi Sound | Fabrieks Garantie t/m 19-06-2019 of 100.000km,33050.0,2,Petrol,Automatic,Sedan,A4,28481
4932,"Audi A4 Sedan 2.0 TDI 150pk Automaat, Pro line Plus, ,Xenon, Navi ,ECC, LMV",25100.0,5,Diesel,Automatic,Sedan,A4,152179
4933,"Audi Q3 1.4 TFSI CoD S-Line Led/Pano/Navi/Wint ""RIJKLAARPRIJS""",30400.0,4,Petrol,Automatic,SUV,Q3,45250
4934,Audi A6 Avant 2.0 TDi 06-2014 ::::: Xenon Leder Navi XXL Chroom,19800.0,5,Diesel,Manual,Station wagon,A6,160199
4935,Audi A2 1.4 TDI,2900.0,18,Diesel,Manual,Hatchback,A2,228120
4936,Audi A5 Cabriolet 1.8 TFSI Pro Line -Leder- slechts 5.300 km. 1e eig,36650.0,6,Petrol,Automatic,Cabriolet,A5,5307
4937,Audi A1 A1 Sportback EPIC 30TFSI handgeschakeld,34550.0,1,Petrol,Manual,Hatchback,A1,500
4938,Audi A5 Coupe 3.2 FSI Quattro Pro Line Automaat,14100.0,11,Petrol,Automatic,Coupe,A5,182235
4939,Audi S4 2.7 BI-TURBO 265PK! XENON NL AUTO CLIMA TREKHAAK,11300.0,20,Petrol,Manual,Station wagon,S4,196475
4940,"Audi A3 Sportback 1.6 TDI Ambition Pro Line S S-line, Panorama, Sportstoelen, Navigatie, Airco",17850.0,6,Diesel,Manual,Hatchback,A3,125544
4941,"Audi A3 Sportback 1.6 TDi S tronic Ambition / LED / navi / 18""",28250.0,2,Diesel,Automatic,Hatchback,A3,55000
4942,Audi A3 Sportback 1.6 TDI AUTOMAAT NAVI PDC ENZ,11500.0,9,Diesel,Automatic,Hatchback,A3,159090
4943,Audi A1 1.0 95 PK TFSI PRO LINE |AIRCO|NAVIGATIE VOORBEREIDING|15 INCH LMV|ISOFIX|3-DEURS|CRUISE CONTROL,19350.0,1,Petrol,Manual,Hatchback,A1,10632
4944,Audi A3,12100.0,7,Diesel,Manual,Hatchback,A3,175000
4945,Audi Q2 1.4 TFSI CoD Launch Edition S-LINE INTERIEUR|AFGEVLAKT STUUR|STOELVERWARMING|ISOFIX|MMI NAVIGATIE| COMFORTAIRCONDITIONING,36600.0,2,Petrol,Automatic,SUV,Q2,29504
4946,Audi A5 Cabriolet 2.0 TFSI QUATTRO S LINE / Zwart leder / Xenon / Navi DVD,14200.0,9,Petrol,Automatic,Cabriolet,A5,258747
4947,Audi A3 Limousine 2.0 TDI Ambition Pro Line Plus Xenon-Led Sportstoelen Navi 200x Vw-Audi-Seat-Skoda,18800.0,5,Diesel,Manual,Sedan,A3,143921
4948,Audi A4 2.0 TFSI MHEV 190pk s-tronic S Line Black Edition,54850.0,1,Petrol,Automatic,Sedan,A4,0
4949,Audi A4 1.8 TFSIe Limited S,24100.0,4,Petrol,Manual,Sedan,A4,88171
4950,Audi A6 3.0 TDI 218pk Quattro,40800.0,4,Diesel,Automatic,Station wagon,A6,94607
4951,Audi A3 Sportback 1.0 TFSI 116 PK S-LINE EDITION / NAVI / LED / 18'',37700.0,1,Petrol,Manual,Hatchback,A3,0
4952,Audi A3 Limousine 1.5 TFSI CoD 150pk s-tronic S Line Edition,40900.0,1,Petrol,Automatic,Sedan,A3,0
4953,Audi A5 Sportback 3.0 TDI QUATTRO VOLLEDIG S-LINE UITGERUST!,18900.0,7,Diesel,Automatic,Hatchback,A5,261964
4954,Audi A1 1.2 TFSI ATTRACTION PRO LINE nw.kettingset!!,11200.0,8,Petrol,Manual,Hatchback,A1,64236
4955,Audi Coupe RS5 2.9 TFSI Quattro 450PK * Pano * HeadUP * B&O * Carbon * RS design,105000.0,1,Petrol,Automatic,Coupe, RS5,7763
4956,"Audi A5 Sportback 2.0 TFSI 190 PK Sport S-Line S-Tronic Panoramadak, LED-koplampen, achteruitrijcamera",56200.0,1,Petrol,Automatic,Hatchback,A5,11000
4957,"Audi A4 Avant 1.4 TFSi 150 pk Sport S Line Edition / LED / 18""",41900.0,1,Petrol,Automatic,Station wagon,A4,21135
4958,Audi A4 1.8 TFSI 170PK BUSINESS EDITION Navi / Xenon Verlichting / LMV 17'',17550.0,6,Petrol,Manual,Sedan,A4,112386
4959,Audi Q2 1.4 TFSI CoD 150pk S tronic Sport,48250.0,0,Petrol,Automatic,Hatchback,Q2,0
4960,Audi Q5 2.0 TFSI quattro Pro Line S,39850.0,4,Petrol,Automatic,SUV,Q5,112435
4961,Audi A5 2.0 TFSI 252pk S line automaat NW 100.000,68200.0,2,Petrol,Automatic,Cabriolet,A5,9963
4962,Audi A4 Avant 35 TFSI Sport S line edition 110 kW / 150 pk,53300.0,0,Petrol,Automatic,Station wagon,A4,0
4963,Audi A4 Allroad 2.0 TDI quattro Pro Line,26200.0,6,Diesel,Automatic,SUV,A4,129292
4964,Audi A3 Sportback S Line Edition 30 TFSI S tronic,43400.0,1,Petrol,Automatic,Hatchback,A3,0
4965,"Audi A4 Avant 2.0 TDI S LINE INT EXTR XENON NAVI 18"" LMV ENZ",19900.0,6,Diesel,Manual,Station wagon,A4,154609
4966,Audi Q5 2.0 TFSI 225PK QUATTRO TIPTR. XENON/LED/NAVI/LEER,36500.0,5,Petrol,Automatic,SUV,Q5,65430
4967,Audi A1 Sportback 1.0 TFSI Adrenalin S-tronic,28900.0,1,Petrol,Automatic,Hatchback,A1,0
4968,"Audi A4 Avant 2.0 Tfsi 190pk S-tronic MHEV Lease Edition, Parkeerhulp Plus, Mmi navigatie, Soundsystem",55650.0,1,Petrol,Automatic,Station wagon,A4,0
4969,Audi A5 Cabriolet 2.0 TFSI 225pk Pro Line S 20''  Nav  Xenon,39400.0,5,Petrol,Manual,Cabriolet,A5,17105
4970,Audi A5 SPORTBACK 1.8 TFSI Business [ Navi Xenon Half-leder ],18850.0,7,Petrol,Manual,Hatchback,A5,138697
4971,Audi TT 1.8 5V Turbo,2600.0,20,Petrol,Manual,Coupe,TT,256500
4972,Audi Q5 S Line Edition 2.0 TFSI quattro 252 pk,92000.0,1,Petrol,Automatic,SUV,Q5,0
4973,Audi Q2 1.0 Tfsi 115pk # Limited Edition S-tronic | Navigatie | P-Sensoren | Led Koplampen | ACC | Fabrieks Garantie t/m 15-03-2022 of 100.000km,36200.0,1,Petrol,Automatic,SUV,Q2,16951
4974,Audi A3 Sportback 30 TFSI 116pk S-tronic S Line Edition,39250.0,1,Petrol,Automatic,Hatchback,A3,0
4975,Audi A1 Sportback 1.4 TDI 90PK Pro Line nav tel lmv15,16750.0,3,Diesel,Manual,Hatchback,A1,64511
4976,"Audi TT 2.0 TFSI Quattro Pro Line , 230pk, S-tronic, Virtual Cockpit, Lane Assist, Drive select,",36700.0,4,Petrol,Automatic,Coupe,TT,11864
4977,Audi Q5 2.0 TDI QUATTRO S EDITION Automaat,39900.0,4,Diesel,Automatic,SUV,Q5,52058
4978,Audi A6 2.0 TDI 150PK ultra Automatic Sport Edition Automaat Navi / S-Line / Drive Select / LMV 18'',31400.0,4,Diesel,Automatic,Sedan,A6,74587
4979,Audi A6 Avant 2.7 TDI QUATTRO AUTOMAAT PRO LINE BUSINESS / NAVI / AIRCO-ECC / AUDIO / CRUISE CTR. / LMV,9450.0,12,Diesel,Automatic,Station wagon,A6,263466
4980,"Audi A5 Sportback 1.8 TFSI S EDITION [S-Line] 170pk Autom, Schuifdak, Leer, Xenon, Full!",26150.0,6,Petrol,Automatic,Hatchback,A5,153561
4981,Audi A4 1.4 TFSI 150pk s-tronic S Line Edition,47700.0,1,Petrol,Automatic,Sedan,A4,0
4982,Audi A1 Sportback Pro Line S 1.2 TFSI / Navigatie / Climatronic / Telefoon,17250.0,4,Petrol,Manual,Hatchback,A1,67793
4983,Audi A3 Sportback 30 TFSI Lease Edition 85 kW / 116 pk,37000.0,0,Petrol,Automatic,Hatchback,A3,0
4984,"Audi A6 2.4 V6 AVANT PRO BS | 18"" | MMI | Trekhaak | Zonnescherme",7900.0,14,Petrol,Manual,Station wagon,A6,252990
4985,Audi A3 1.6 Attraction,900.0,22,Petrol,Manual,Hatchback,A3,273468
4986,Audi A1 Sportback 1.2 TFSI Admired | S-Line | Multimedia,16200.0,5,Petrol,Manual,Hatchback,A1,73385
4987,"Audi S5 Sportback 3.0 TFSI 354PK Quattro | Assistentiepakket, Matrix LED, Bang&Olufsen, Head-up, Supersportstoelen, 19"" Audi sport velgen, etc.",81700.0,1,Petrol,Automatic,Hatchback,S5,7083
4988,Audi A5 1.8 TFSI Pro Line,20200.0,9,Petrol,Manual,Cabriolet,A5,148516
4989,Audi Q2 1.4 TFSI 150pk CoD S-tronic Sport Pro Line S + Virtual Cockpit,51000.0,1,Petrol,Automatic,SUV,Q2,0
4990,Audi A6 2.0 TFSI BUSINESS Aut. Navigatie/Sport-leder,27250.0,6,Petrol,Automatic,Sedan,A6,72104
4991,Audi A6 50 TDI 286 PK Quattro Pro Line S |OPTIEK ZWART | B&O | PANODAK | LUCHTVERING | TOUR | LANE ASSIST | *NIEUW* (521734),88200.0,1,Diesel,Automatic,Sedan,A6,0
4992,Audi A3 Sportback 1.4 TFSI 125pk 5drs S-Line in/ex Xen/Led Stof/leer Navi 17inch,14050.0,7,Petrol,Manual,Hatchback,A3,132835
4993,Audi A3 1.2 TFSI S-LINE 58.000 KM TOPSTAAT,14550.0,7,Petrol,Manual,Hatchback,A3,58755
4994,Audi A4 2.0 TFSI ultra 190pk Sport Pro Line S /MMI PLUS/ALCANTARA/LED,37700.0,3,Petrol,Manual,Sedan,A4,18848
4995,"Audi A8 55 Tfsi 340pk Tiptronic Quattro, PDC+360 camera, Mmi navigatie, B&O sound, Panoramadak",159600.0,1,Petrol,Automatic,Sedan,A8,0
4996,Audi A4 Avant 2.0 TFSI 190 S-Tronic Sport Edition | Matrix LED | Standkachel | Virtual cockpit | Wegkl. Trekhaak | Navigatie |,40850.0,1,Petrol,Automatic,Station wagon,A4,13267
4997,Audi Q5 2.0 TFSI 225PK S-tronic QUATTRO S EDITION,45050.0,4,Petrol,Automatic,SUV,Q5,55678
4998,Audi RS6 A6 Avant 4.0 TFSI V8 560pk Quattro Pro Line Plus Panoramadak B&O ACC ValconaLeder+Memory AudiDriveSelect Full-Led Keyless Head-Up Navi/MMI CarbonLijsten NightVision Camera 21” Pdc,68200.0,6,Petrol,Automatic,Station wagon,RS6,113000
4999,Audi A3 Sportback 1.4 TFSI ATTRACTION PRO LINE PLUS Automaat,16750.0,6,Petrol,Automatic,Hatchback,A3,96352
5000,Audi A3 Sportback 1.0 TFSI Sport Lease Edition 116 pk (vsb 19207) voorraaddeal,35300.0,1,Petrol,Manual,Hatchback,A3,0
5001,Audi A4 Avant 35 TFSI Sport Lease Edition 110 kW / 150 pk,49200.0,0,Petrol,Automatic,Station wagon,A4,0
5002,Audi A1 Sportback 1.6 TDI Pro Line S 77KW Clima/S-line,13600.0,6,Diesel,Manual,Hatchback,A1,138663
5003,"Audi A6 Sedan 3.0 TDI 204PK PRO LINE S Aut, LEER, Navi, Xenon Led, Full,  80dkm !",37700.0,6,Diesel,Automatic,Sedan,A6,80086
5004,"Audi A6 3.0 TDI 245 PK QUATTRO S-LINE NAVI, XENON!",27200.0,8,Diesel,Automatic,Sedan,A6,122076
5005,Audi A6 Avant 3.0 TDI BiT quattro Competition Eerste eigenaar,38800.0,4,Diesel,Automatic,Station wagon,A6,169925
5006,"Audi Q5 2.0 Tfsi 252pk S-tronic Quattro S Line Black Edition, €7.500,= VOORRAAD VOORDEEL DAB, PDC, Mmi navigatie, Telefoon",80750.0,1,Petrol,Automatic,SUV,Q5,0
5007,Audi A6 3.0 TDI BIT 313PK Quattro 2x S-Line [xenon pano navi],24950.0,6,Diesel,Automatic,Station wagon,A6,193068
5008,Audi A1 Sportback 1.0 TFSI 95pk Advance,25150.0,1,Petrol,Manual,Hatchback,A1,0
5009,Audi SQ5 3.0 TDI Quattro BiT Pro Line - 313 pk   B&O   Standkachel,47150.0,5,Diesel,Automatic,SUV,SQ5,97500
5010,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport + ECO Leder,27600.0,1,Petrol,Manual,Hatchback,A1,0
5011,"Audi Q5 2.0 TFSI 252PK Automaat S Line Edition / Navi / Clima / Virtual Cockpit / Panoramadak / Air Suspension / Zonwering achter / Stoelverwarming voor / Eikenhout inleg / Afgevlakt lederen stuur / 20"" Velgen",94900.0,0,Petrol,Automatic,SUV,Q5,0
5012,Audi A6 Avant 2.0 TFSI Business Edition Automaat ORG.NL l NAVI l NAP l BTW,22500.0,6,Petrol,Automatic,Station wagon,A6,85085
5013,Audi A7 Sportback 2.8 Fsi 150kW Multitronic Pro Line Plus Xenon/Leder/Navi/Camera/Pdc/Opendak/Ecc/Crc/Lmv,24100.0,8,Petrol,Automatic,Hatchback,A7,139867
5014,"Audi A4 1.8 TFSI Business Edition, Navigatie, Xenon",20900.0,5,Petrol,Manual,Sedan,A4,119334
5015,Audi Q5 2.0 TDI QUATTRO PRO LINE | Navigatie | Trekhaak | Trekgewicht 2000 KG | RIJKLAAR PRIJS!!,28350.0,6,Diesel,Automatic,SUV,Q5,116012
5016,Audi A4 Avant 2.0 TDi 03-2014 ::::: Xenon Leder Navi LED Chroom TH :::::,17700.0,5,Diesel,Manual,Station wagon,A4,145784
5017,Audi Q2 1.4 TFSI CoD 150pk S tronic Pro Line,36650.0,2,Petrol,Automatic,Hatchback,Q2,1047
5018,"Audi A5 Sportback 2.0 TDI EU6 Sport 190pk S-Tronic (Auto.airco,MMI Plus,Leder,Elektr.stoelen,LED koplamp,Privacyglas,Keyless Go)",49250.0,2,Diesel,Automatic,Hatchback,A5,20000
5019,Audi A5 Coupé 3.2 FSI 266pk Aut. Pro Line Xenon Sportinterieur PDC 266pk,9400.0,12,Petrol,Automatic,Coupe,A5,268249
5020,"Audi A3 SPORTBACK 1.6 TDI AMBITION 5-DRS XENON,NAVI,LEDER",18800.0,4,Diesel,Manual,Hatchback,A3,74130
5021,Audi Coupe A5 2.0 TFSI quattro Sport Pro Line S,73450.0,1,Petrol,Automatic,Coupe, A5,0
5022,"Audi A4 2.0 TDI ultra Sport Pro Line ,MMI navi, 17""-LM, Sportstoelen",24000.0,3,Diesel,Manual,Sedan,A4,98838
5023,"Audi A3 Cabriolet 1.2 TFSI AMBITION PRO LINE BUSINESS Leer, Navigatie, PDC, Climate, Cruise",13600.0,9,Petrol,Manual,Cabriolet,A3,126847
5024,Audi A5 /S5 A5 Sportback 1.8 TFSI 170pk Pro Line,21000.0,7,Petrol,Automatic,Hatchback,A5,177617
5025,Audi A6 2.8 5V Advance Bom vol opties!,2050.0,20,Petrol,Automatic,Sedan,A6,203290
5026,Audi A4 2.0 Advance Trekhaak/LM,6750.0,12,Petrol,Manual,Station wagon,A4,216187
5027,Audi A6 Avant 2.0 TDI 177PK AUT. PRO LINE NAVI/LEDER/ECC/PDC,19700.0,5,Diesel,Automatic,Station wagon,A6,183061
5028,Audi A1 Sportback € 2.144 demovoordeel! 1.0 TFSI 95 pk S-tronic Advance,29200.0,1,Petrol,Automatic,Hatchback,A1,5500
5029,Audi Q5 2.0 TFSI quattro Pro Line LEER/XENON/PANORAMADAK,19900.0,11,Petrol,Automatic,SUV,Q5,173731
5030,"Audi A4 2.0 TDI ultra Sport Automaat - 360 graden camera - side en lane assist enz. enz. de nieuwprijs was € 47.200,-  100% onderhouden label",32550.0,3,Diesel,Automatic,Sedan,A4,72811
5031,Audi A3 Sportback 1.6 TDI S EDITION Automaat | XenonLed | Navi | Sportstoelen,9950.0,9,Diesel,Automatic,Hatchback,A3,210716
5032,Audi A3 1.9 TDI AMBIENTE | Cruise | El ramen | CV | Radio/cd | ECC.,3650.0,13,Diesel,Manual,Hatchback,A3,301786
5033,Audi A3 Sportback 1.0 TFSI 116pk Sport S Line Edition,36700.0,1,Petrol,Manual,Hatchback,A3,1000
5034,Audi Q7 3.0 TDI 176KW QUAT PRO LINE TIP 7 ZITS!!,15750.0,11,Diesel,Automatic,SUV,Q7,256015
5035,Audi A1 Sportback 1.4 TFSI PRO LINE S Geen import! / 185PK/ DSG/ Bose/ Xenon/ ECC,16550.0,7,Petrol,Automatic,Hatchback,A1,79731
5036,"Audi A1 Sportback 1.0 95 PK TFSI Advance, | 17 ""LMV C3Z | Licht- en Regensensor | *NIEUW* (490215)",25200.0,1,Petrol,Manual,Hatchback,A1,0
5037,Audi A4 Allroad 3.0 TDI quattro Pro Line Allroad Standkachel,26050.0,7,Diesel,Automatic,SUV,A4,123024
5038,"Audi A6 Avant 2.7 TDI quattro (NAVIGATIE, SCHUIF/KANTELDAK, LEDER, STOELVERWARMING, ELEKT. VOORSTOELEN, TREKHAAK)",5200.0,14,Diesel,Automatic,Station wagon,A6,405128
5039,"Audi A5 Sportback 2.0 TFSI 252pk Quattro S-Line -B&O/Massage/Acc/Standkachel- Nieuwprijs 86.000,-",69200.0,1,Petrol,Automatic,Hatchback,A5,9947
5040,Audi A3 Sportback 2.0 TDI Automaat S-Line XENON/LEER/NAVI/TREKHAAK,19900.0,5,Diesel,Automatic,Hatchback,A3,143460
5041,"Audi A8 4.2 FSI Quattro Pro Line Aut 372pk Comfortleder, Bi-Xenon, Camera, Audi-soundsysteem, Full Map Navigatie",30450.0,8,Petrol,Automatic,Sedan,A8,142608
5042,Audi TT roadster 1.8 TURBO XENON NIEUWSTAAT,5700.0,20,Petrol,Manual,Cabriolet,TT,140985
5043,Audi A1 Sportback 1.0 TFSI 95pk Advance,25150.0,1,Petrol,Manual,Hatchback,A1,0
5044,Audi Q5 3.0 TDI Quattro S-Line Pro Line Plus full options,34550.0,6,Diesel,Automatic,SUV,Q5,178998
5045,Audi RS6 RS6 AVANT 5.0 TFSI QUATTRO 2008 Schuifdak Distronic,27300.0,11,Petrol,Automatic,Station wagon,RS6,211293
5046,"Audi A1 Sportback 1.0 TFSI 95 pk Ultra Adrenalin S Line Florett Silver met Dak Zwart Xenon, Airco, ECC, PDC, NAVI",20600.0,2,Petrol,Manual,Hatchback,A1,51340
5047,Audi A3 Sportback 1.4 TFSI Attraction Pro Line,10450.0,9,Petrol,Manual,Hatchback,A3,128777
5048,Audi Q5 2.0 TFSI Quattro Pro Line Aut. [ navi xenon sportstoelen ],25650.0,7,Petrol,Automatic,SUV,Q5,131001
5049,Audi A4 2.0 TFSI MHEV Sport Lease Edition **,39700.0,1,Petrol,Automatic,Sedan,A4,23901
5050,"Audi A1 SPORTBACK 1.0 TFSI 95PK 5DRS XENON,STOELVERW",16650.0,3,Petrol,Manual,Hatchback,A1,101087
5051,Audi A6 Avant 3.0 TDI BIT QUATTRO SPORT EDIT 2x S-LINE,38800.0,5,Diesel,Automatic,Station wagon,A6,87525
5052,"Audi A3 Sportback 1.4 TFSI PRO LINE S, S-Tronic, G-TRON , Navi, Xenon, ECC, LMV",20900.0,5,Petrol,Automatic,Hatchback,A3,150617
5053,"Audi A8 3.0 TDI 262pk QUATTRO ""LANG"" PRO LINE PLUS Beige lederen interieur",77100.0,2,Diesel,Automatic,Sedan,A8,6287
5054,"Audi Q5 2.0 TFSI 252PK Automaat Quattro Launch Edition / Virtual Cockpit / Panoramadak / Privacy Glass / Navi / Clima 3-zone / Stoelverwarming / Afgevlakt Lederen Sportstuur / 20"" Velgen",77000.0,1,Petrol,Automatic,SUV,Q5,0
5055,"Audi A1 Sportback 1.2 TFSI CONNECT Navi, Bluetooth",14650.0,6,Petrol,Manual,Hatchback,A1,42361
5056,Audi A1 Sportback 1.2TFSi Attraction,14050.0,6,Petrol,Manual,Hatchback,A1,81480
5057,Audi A3 Sportback TFSI PRO-LINE LEDER/NAVI/LMV,14100.0,5,Petrol,Manual,Hatchback,A3,161079
5058,"Audi A6 2.4 Pro Line Avant Automaat Leder Clima Navi 18""Cruise Pdc Afn trekhaak NL Auto NAP incl nw Apk 11-2019",6250.0,13,Petrol,Automatic,Station wagon,A6,297758
5059,Audi S3 Limousine 2.0 TFSI S3 Quattro 310PK PAN. DAK B&O,62950.0,1,Petrol,Automatic,Sedan,S3,15723
5060,Audi A4 Avant 2.0 TDI 136PK BUSINESS EDITION Multifunctioneel stuurwiel Climate controle Electirsche ramen voor en achter LM velgen,14650.0,8,Diesel,Manual,Station wagon,A4,93758
5061,Audi A4 2.0 TDI Avant Business Edition 150 PK,18750.0,4,Diesel,Manual,Station wagon,A4,121658
5062,Audi A6 Allroad 3.0 TDI BIT 320 pk QUATTRO PREMIUM EDITION | S tronic | | Bose Soundsystem | Schuif/kanteldak | luchtvering | Audi side assist | Audi active lane assist |  Elektrisch verstelbare voorstoelen met geheugenfunctie | Telefoon | BTW-auto |Navigatie | Tr assist | Audi active lane assist |  Elektrisch verstelbare voo,71350.0,2,Diesel,Automatic,SUV,A6,67178
5063,"Audi A1 Sportback 1.4 TFSI AUTOMAAT ATTRACTION PRO LINE BUSINESS 5-Deurs, Navigatie, Airco, Cruise",15700.0,6,Petrol,Automatic,Hatchback,A1,79590
5064,Audi A3 Limo 150pk TFSI |S-sportstl|S-line|Keyless,39800.0,1,Petrol,Automatic,Sedan,A3,9612
5065,"Audi A6 Avant 40 Tdi 204pk S-tronic Launch Edition Sport, Panoramadak, PDC, Privacy glass, Telefoon",86800.0,1,Diesel,Automatic,Station wagon,A6,0
5066,Audi A3 Limousine 1.4 TFSI COD AMBIENTE PRO LINE,19350.0,5,Petrol,Automatic,Sedan,A3,111260
5067,Audi A3 1.6 TDI 110pk Automaat Limousine Pro Line S,24600.0,4,Diesel,Automatic,Sedan,A3,44361
5068,Audi A6 Limousine 50 TDI 286pk Pro Line S tiptronic quattro,86000.0,1,Diesel,Automatic,Sedan,A6,0
5069,Audi A6 2.8 FSI quattro Pro Line Tiptronic,17700.0,10,Petrol,Automatic,Station wagon,A6,156320
5070,Audi A5 Sportback 2.0 TFSI quattro Sport Edition,39750.0,4,Petrol,Automatic,Hatchback,A5,71400
5071,Audi A3 Sportback 1.6 TDI S-LINE ULTRA ATTRACTION PLUS 5DRS NAVI AIRCO LED 6VERSN LMV .,15650.0,5,Diesel,Manual,Hatchback,A3,167394
5072,Audi A3 Limousine S Line Edition 1.5 TFSI S-tronic,45100.0,1,Petrol,Automatic,Sedan,A3,500
5073,Audi A3 2.0 TFSI AMBITION 200 pk! Climate controle/Cruise controle/Parkeersensoren achter,9400.0,13,Petrol,Manual,Hatchback,A3,109444
5074,Audi A1 Sportback 1.4 TFSI 125pk Advance Sport,28100.0,1,Petrol,Manual,Hatchback,A1,6250
5075,Audi A6 Avant 3.0 TDI 240KW BiTurbo Competition,57600.0,4,Diesel,Automatic,Station wagon,A6,68855
5076,Audi A3 Sportback 1.4 TFSI S-Tronic AMBITION PRO LINE BUSINESS,9400.0,7,Petrol,Automatic,Hatchback,A3,198022
5077,Audi A3 Sportback 1.6 PRO LINE ECC/CRC/LMV,7100.0,11,Petrol,Manual,Hatchback,A3,195931
5078,Audi Q7 3.0 TDI 233pk AUT-6 Quattro Pro Line+ S Line Xen Leer/Alca Nav/Cam Trekh,15650.0,12,Diesel,Automatic,SUV,Q7,187092
5079,Audi A3 Sportback 1.4 TFSI Ambition Pro Line S,18700.0,6,Petrol,Manual,Hatchback,A3,57979
5080,Audi TT TTRS 2.5 TFSI 400 PK quattro | Keramische remmen |RS Sportuitlaat | Bang & Olufsen | Carbon Pakket | Matrix Led |  BTW-auto | Virtual Cockpit | DAB | Snelheid begrenst op 280 km\h,88650.0,3,Petrol,Automatic,Coupe,TT,6554
5081,Audi A6 2.0 TFSI Pro Line S,26250.0,6,Petrol,Automatic,Sedan,A6,45800
5082,Audi A3 Sportback 1.2 Tfsi 77kW Attraction Pro Line Plus Xenon/Led/Navi/Pdc/Bt/Ecc/Crc/Lmv,18850.0,5,Petrol,Manual,Hatchback,A3,90897
5083,Audi A4 Avant 2.0 TDI 122pk S-tronic S-line,51400.0,2,Diesel,Automatic,Station wagon,A4,500
5084,Audi A1 Sportback 1.0 TFSI 95pk Design Pro Line + Airco + Cruise Control,17750.0,3,Petrol,Manual,Hatchback,A1,27762
5085,"Audi A5 Cabriolet 1.8 TFSI Pro Line S Automaat, Leer, Navi, Trekhaak, Xenon, etc.",27300.0,6,Petrol,Automatic,Cabriolet,A5,82000
5086,Audi A3 Sportback 1.2 TFSI Attraction Advance Navi | Xenon | C.Control,12500.0,7,Petrol,Manual,Hatchback,A3,101858
5087,Audi A6 Avant 3.0 TDI BIT QUATTRO PRO LINE S,36700.0,6,Diesel,Automatic,Station wagon,A6,107514
5088,Audi A3 Limousine 1.6 TDI SPORT S-TRONIC XENON PLUS MMI NAVI STOELVERW DRIVE SELECT,29350.0,2,Diesel,Automatic,Sedan,A3,17254
5089,"Audi A6 Avant 2.0 TDI S-LINE , 190pk, S-tronic, Audi Drive Select, Navigatie, BTW,",40900.0,2,Diesel,Automatic,Station wagon,A6,10719
5090,Audi Cabriolet A5 2.0 TFSI MHEV 252pk s-tronic Sport S Line,62950.0,1,Petrol,Automatic,Cabriolet, A5,11685
5091,Audi A3 Sportback 1.4 TFSI 126pk Ambition Pro Line,8350.0,9,Petrol,Manual,Hatchback,A3,231576
5092,Audi Q3 2.0 TFSI 170PK QUATTRO PRO LINE NAVI LEER XENON,28300.0,5,Petrol,Manual,SUV,Q3,95116
5093,Audi TT Roadster 1.8 5V TURBO 180pk Quattro Youngtimer Leer/Ecc/Lmv/NL auto/195dkm NAP,6300.0,18,Petrol,Manual,Cabriolet,TT,195846
5094,Audi A6 Avant 2.0 TFSI Pro Line S LINE BINNEN EN BUITEN,8400.0,12,Petrol,Automatic,Station wagon,A6,221852
5095,"Audi A4 Cabriolet 1.8 Turbo Automaat, Leder, Elek pakket, Climate-C, LM velgen, Stuurbed.",6250.0,15,Petrol,Automatic,Cabriolet,A4,217395
5096,Audi A6 2.8 FSI Pro Line Plus,22850.0,8,Petrol,Automatic,Sedan,A6,134589
5097,"Audi A4 Limousine 1.4 TFSI 150PK Automaat Lease Edition / Navi / Clima / Cruise Control / LED koplampen / Lederen stuur / 18"" Velgen",44950.0,1,Petrol,Automatic,Sedan,A4,0
5098,Audi RS6 LOADED MET CARBON + 720PK!,87150.0,6,Petrol,Automatic,Station wagon,RS6,84782
5099,Audi A4 AVANT 3.0 TDI 150KW BUSINESS EDIT,18850.0,4,Diesel,Manual,Station wagon,A4,186446
5100,Audi A3 sportback 2.0 TDI Pro Line Attraction 103kW,10250.0,8,Diesel,Manual,Hatchback,A3,192260
5101,Audi Q3 2.0 TDI PRO LINE S line interieur exterieur navi cruise pdc 19 inch!!,24050.0,6,Diesel,Manual,SUV,Q3,78015
5102,Audi RS5 2.9 Tfsi 450pk Quattro S-Tronic | Sport Diff. | Sport Uitlaat | Design/ Comfort Pakket | Panoramadak | B&O Sound | Virtual Cockpit | Head Up! | Leder Nappa |,124950.0,2,Petrol,Automatic,Coupe,RS5,10435
5103,Audi A3 Sportback 2.0 TFSI Ambition Pro Line Business,10450.0,10,Petrol,Automatic,Hatchback,A3,181270
5104,Audi A4 Pro Line 2.0 TFSI S-tronic / Navigatie / Parkeersensoren / Climatronic,31450.0,3,Petrol,Automatic,Sedan,A4,49999
5105,Audi A1 1.4 TFSI Amb. PL.,11150.0,8,Petrol,Manual,Hatchback,A1,64457
5106,Audi A3 Limousine RS3 2.5 TFSI 400pk S-tronic |Pano|B&O|,83900.0,2,Petrol,Automatic,Sedan,A3,21562
5107,Audi A6 Allroad quattro 3.0 TDI Pro Line Automaat,7900.0,13,Diesel,Automatic,Station wagon,A6,386374
